,index,modelo,precio,combustible,CV,km,lugar,año,link
884,2084,Audi A7 Sportback 3.0TDI quattro S-Tronic 200kW,23.900 €,  Diesel,Unknown,                 208.892 km             ,                              Madrid             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a7-sportback-30tdi-quattro-s-tronic-200kw-en-madrid.htm?id=6612772
885,2085,Opel Corsa 1.4 Expression 75,9.800 €,  Gasolina,Unknown,                 58.324 km             ,                              Sevilla             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-14-expression-75-en-sevilla.htm?id=6612588
886,2086,Volkswagen Golf 2.0 TSI GTI 169kW,22.500 €,  Gasolina,Unknown,                 117.000 km             ,                              Salamanca             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20-tsi-gti-169kw-en-salamanca.htm?id=6612360
887,2087,Opel Vivaro Com6 2.0 29 L2 Sem.A 114E5,11.487 €,  Diesel,Unknown,                 235.000 km             ,"                              Coruña, A             ",                                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-vivaro-com6-20-29-l2-sema-114e5-en-coruna+a.htm?id=6612268
888,2088,Seat Arona 1.0 TSI S&S Style 110,16.900 €,  Gasolina,Unknown,                 9.157 km             ,                              Guadalajara             ,                                  2021             ,https://www.coches.com/km0/seminuevo-seat-arona-10-tsi-s_s-style-110-en-guadalajara.htm?id=6610187
889,2089,Mercedes Clase AA 250 4Matic 7G-DCT,24.499 €,  Gasolina,Unknown,                 111.999 km             ,                              Jaen             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-250-4matic-7g-dct-en-jaen.htm?id=6609149
890,2090,Jeep Compass 1.3 Gse T4 Limited 4x2 150 DCT,27.000 €,  Gasolina,Unknown,                 10.367 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-jeep-compass-13-gse-t4-limited-4x2-150-dct-en-madrid.htm?id=6604899
891,2091,Volkswagen Arteon e-hybrid 1.4 TSI R-Line DSG6,57.355 €,  Híbrido,Unknown,                 0 km             ,                              Madrid             ,                                  2022             ,https://www.coches.com/km0/seminuevo-volkswagen-arteon-e-hybrid-14-tsi-r-line-dsg6-en-madrid.htm?id=6604195
892,2092,Nissan Qashqai 1.6 DIG-T N-Connecta 4x2,17.627 €,  Gasolina,Unknown,                 49.709 km             ,                              Madrid             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-16-dig-t-n-connecta-4x2-en-madrid.htm?id=6603641
893,2093,Mercedes Clase VV 250BT Largo Avantgarde 7G Tronic,24.900 €,  Diesel,Unknown,                 70.200 km             ,                              Madrid             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+v-v-250bt-largo-avantgarde-7g-tronic-en-madrid.htm?id=6602309
894,2094,Toyota Prius Plug-in Híbrido 1.8 Solar,27.990 €,  Híbrido,Unknown,                 5.078 km             ,                              Cadiz             ,                                  2021             ,https://www.coches.com/km0/seminuevo-toyota-prius-plug-in-hibrido-18-solar-en-cadiz.htm?id=6600147
895,2095,Citroen C4 Picasso 1.6e-HDi Intensive Plus 115,9.999 €,  Diesel,Unknown,                 140.223 km             ,                              Alicante             ,                                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-picasso-16e-hdi-intensive-plus-115-en-alicante.htm?id=6599453
896,2096,Volkswagen Polo 1.6TDI Sport 70kW,13.950 €,  Diesel,Unknown,                 117.000 km             ,                              Barcelona             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-16tdi-sport-70kw-en-barcelona.htm?id=6599431
897,2097,Volkswagen Tiguan 2.0TDI Sport 4Motion DSG 176kW (9.75),29.990 €,  Diesel,Unknown,                 160.000 km             ,                              Sevilla             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-sport-4motion-dsg-176kw-975-en-sevilla.htm?id=6599197
898,2098,Bmw Serie 3330iA,25.400 €,  Gasolina,Unknown,                 43.400 km             ,                              Madrid             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-330ia-en-madrid.htm?id=6597361
899,2099,Bmw Serie 5545i,9.900 €,  Gasolina,Unknown,                 226.000 km             ,                              Madrid             ,                                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-545i-en-madrid.htm?id=6597327
900,2100,Mazda MX-5 1.6 16v Active,7.300 €,  Gasolina,Unknown,                 129.961 km             ,                              Madrid             ,                                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mx-5-16-16v-active-en-madrid.htm?id=6594093
901,2101,Citroen C3 1.0 PureTech Tonic 68,7.100 €,  Gasolina,Unknown,                 78.612 km             ,                              Madrid             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-10-puretech-tonic-68-en-madrid.htm?id=6593891
902,2102,Kia Ceed 1.0 T-GDI Eco-Dynamics Concept 120,13.990 €,  Gasolina,Unknown,                 11.207 km             ,                              Barcelona             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-10-t-gdi-eco-dynamics-concept-120-en-barcelona.htm?id=6592549
903,2103,Seat Ateca 1.5 EcoTSI S&S Style,21.990 €,  Gasolina,Unknown,                 26.916 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ateca-15-ecotsi-s_s-style-en-madrid.htm?id=6586521
904,2104,Mercedes Clase EE Estate 220CDI Elegance,6.299 €,  Diesel,Unknown,                 150.000 km             ,                              Huelva             ,                                  2007             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-estate-220cdi-elegance-en-huelva.htm?id=6586475
905,2105,Smart Forfour EQ,16.450 €,  Eléctrico,Unknown,                 245 km             ,                              Alicante             ,                                  2020             ,https://www.coches.com/km0/seminuevo-smart-forfour-eq-en-alicante.htm?id=6585469
906,2106,Citroen Berlingoë- 50kWh Talla M Shine,25.900 €,  Eléctrico,Unknown,                 5 km             ,                              Malaga             ,                                  2021             ,https://www.coches.com/km0/seminuevo-citroen-berlingo-e--50kwh-talla-m-shine-en-malaga.htm?id=6585331
907,2107,Kia Ceed 1.0 T-GDI Eco-Dynamics Concept 120,13.990 €,  Gasolina,Unknown,                 11.207 km             ,                              Barcelona             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-10-t-gdi-eco-dynamics-concept-120-en-barcelona.htm?id=6584323
908,2108,Kia Ceed 1.0 T-GDI Eco-Dynamics Concept 120,13.990 €,  Gasolina,Unknown,                 11.207 km             ,                              Barcelona             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-10-t-gdi-eco-dynamics-concept-120-en-barcelona.htm?id=6584049
909,2109,Skoda Superb 2.0TDI AdBlue tech Style DSG 140kW,18.224 €,  Diesel,Unknown,                 127.559 km             ,                              Madrid             ,                                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-superb-20tdi-adblue-tech-style-dsg-140kw-en-madrid.htm?id=6581327
910,2110,Seat León ST 2.0 TSI S&S Cupra DSG 300,24.490 €,  Gasolina,Unknown,                 91.000 km             ,                              Barcelona             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-st-20-tsi-s_s-cupra-dsg-300-en-barcelona.htm?id=6580489
911,2111,Volkswagen Tiguan 1.4TSI Advance BMT 4x2 160,14.500 €,  Gasolina,Unknown,                 89.000 km             ,                              Valencia             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-14tsi-advance-bmt-4x2-160-en-valencia.htm?id=6579145
912,2112,Bmw Z3 M Coupé,39.650 €,  Gasolina,Unknown,                 152.150 km             ,                              Madrid             ,                                  1999             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-z3-m-coupe-en-madrid.htm?id=6578471
913,2113,Honda CR-V 2.0i ES,4.950 €,  Gasolina,Unknown,                 179.454 km             ,                              Madrid             ,                                  2002             ,https://www.coches.com/coches-segunda-mano/ocasion-honda-cr-v-20i-es-en-madrid.htm?id=6578399
914,2114,Bmw Serie 5520iA,33.890 €,  Gasolina,Unknown,                 24.919 km             ,                              Malaga             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-520ia-en-malaga.htm?id=6578299
915,2115,Bmw Serie 2216dA Gran Coupé,30.890 €,  Diesel,Unknown,                 17.000 km             ,                              Malaga             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-216da-gran-coupe-en-malaga.htm?id=6578297
916,2116,Bmw Serie 2216dA Gran Coupé,29.900 €,  Diesel,Unknown,                 14.001 km             ,                              Malaga             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-216da-gran-coupe-en-malaga.htm?id=6578295
917,2117,Bmw Serie 3340iA xDrive,36.950 €,  Gasolina,Unknown,                 30.778 km             ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-340ia-xdrive-en-madrid.htm?id=6578117
918,2118,Land Rover Discov… 3.0TDV6 S Aut.,19.400 €,  Diesel,Unknown,                 229.306 km             ,                              Madrid             ,                                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-discovery-30tdv6-s-aut-en-madrid.htm?id=6574497
